almacen_nombre,almacen_ciudad,almacen_tipo,lote_codigo,medicamento_nombre,cantidad_disponible
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L49251,Vacuna Fiebre Amarilla Suspensión inyectable,337
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L49893,Toxina Botulínica Tableta,1781
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L50319,Vacuna Fiebre Amarilla Suspensión inyectable,669
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L51224,Desmopresina Tableta,2849
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L52081,Rituximab Ampolla,4797
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L56898,Insulina NPH Suspensión inyectable,1469
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L59968,Vacuna Meningococo Jarabe,1036
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L60205,Toxina Botulínica Jeringa prellenada,4385
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L65176,Filgrastim Jeringa prellenada,3956
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L67733,Vacuna Meningococo Tableta,4920
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L70332,Desmopresina Jarabe,4274
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L71385,Vacuna Hepatitis B Ampolla,2522
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L73156,Vacuna Neumococo Tableta,13
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L73335,Vacuna Polio Inactivada Jeringa prellenada,231
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L78327,Calcitonina Ampolla,1636
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L79827,Enoxaparina Jarabe,4528
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L80592,Desmopresina Suspensión inyectable,1662
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L85243,Vacuna Fiebre Amarilla Jarabe,1220
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L85470,Insulina NPH Jarabe,470
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L91927,Vacuna DPT Tableta,1465
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L93606,Filgrastim Jeringa prellenada,3181
CEDI Villavicencio 19,Villavicencio,Centro de distribución,L94896,Heparina Sódica Jarabe,1582
Planta Bogotá 2,Bogotá,Planta,L14278,Etanercept Tableta,973
Planta Bogotá 2,Bogotá,Planta,L20561,Vacuna Hepatitis B Tableta,1659
Planta Bogotá 2,Bogotá,Planta,L21188,Desmopresina Tableta,1376
Planta Bogotá 2,Bogotá,Planta,L23022,Vacuna Polio Inactivada Tableta,2271
Planta Bogotá 2,Bogotá,Planta,L25129,Vacuna DPT Tableta,2026
Planta Bogotá 2,Bogotá,Planta,L33509,Vacuna Influenza Ampolla,2304
Planta Bogotá 2,Bogotá,Planta,L35144,Filgrastim Jeringa prellenada,1126
Planta Bogotá 2,Bogotá,Planta,L39451,Desmopresina Tableta,3024
Planta Bogotá 2,Bogotá,Planta,L39949,Desmopresina Suspensión inyectable,4062
Planta Bogotá 2,Bogotá,Planta,L40775,Heparina Sódica Tableta,3242
Planta Bogotá 2,Bogotá,Planta,L43862,Vacuna Papiloma Humano Tableta,2199
Planta Bogotá 2,Bogotá,Planta,L44687,Vacuna DPT Suspensión inyectable,2002
Planta Bogotá 2,Bogotá,Planta,L47353,Enoxaparina Suspensión inyectable,2779
Planta Bogotá 2,Bogotá,Planta,L51359,Vacuna Varicela Jarabe,1514
Planta Bogotá 2,Bogotá,Planta,L53404,Vacuna Polio Inactivada Jarabe,3091
Planta Bogotá 2,Bogotá,Planta,L56025,Calcitonina Ampolla,2726
Planta Bogotá 2,Bogotá,Planta,L61807,Somatostatina Vial,3487
Planta Bogotá 2,Bogotá,Planta,L62976,Vacuna Hepatitis B Ampolla,3864
Planta Bogotá 2,Bogotá,Planta,L63545,Vacuna COVID-19 Ampolla,4690
Planta Bogotá 2,Bogotá,Planta,L65936,Enoxaparina Tableta,2403
Planta Bogotá 2,Bogotá,Planta,L67711,Heparina Sódica Tableta,230
Planta Bogotá 2,Bogotá,Planta,L69878,Vacuna Neumococo Tableta,2374
Planta Bogotá 2,Bogotá,Planta,L70552,Vacuna Hepatitis B Tableta,1322
Planta Bogotá 2,Bogotá,Planta,L71537,Somatropina Ampolla,85
Planta Bogotá 2,Bogotá,Planta,L71605,Desmopresina Tableta,3808
Planta Bogotá 2,Bogotá,Planta,L76698,Etanercept Tableta,3684
Planta Bogotá 2,Bogotá,Planta,L78494,Somatostatina Vial,1693
Planta Bogotá 2,Bogotá,Planta,L84177,Vacuna Fiebre Amarilla Jarabe,909
Planta Bogotá 2,Bogotá,Planta,L84963,Adalimumab Jeringa prellenada,4092
Planta Bogotá 2,Bogotá,Planta,L86858,Rituximab Suspensión inyectable,2499
Planta Bogotá 2,Bogotá,Planta,L88385,Vacuna Rotavirus Vial,3876
Planta Bogotá 2,Bogotá,Planta,L89822,Vacuna Influenza Ampolla,4176
Planta Bogotá 2,Bogotá,Planta,L91205,Vacuna Influenza Ampolla,682
Planta Bogotá 2,Bogotá,Planta,L92544,Bevacizumab Jarabe,1398
Planta Bogotá 2,Bogotá,Planta,L94323,Somatostatina Suspensión inyectable,1547
Planta Bogotá 2,Bogotá,Planta,L96951,Adalimumab Suspensión inyectable,948
Planta Bogotá 2,Bogotá,Planta,L98452,Trastuzumab Tableta,2734
Planta Bucaramanga 20,Bucaramanga,Planta,L27038,Filgrastim Suspensión inyectable,1472
Planta Bucaramanga 20,Bucaramanga,Planta,L29313,Desmopresina Jarabe,2460
Planta Bucaramanga 20,Bucaramanga,Planta,L34727,Vacuna Varicela Jeringa prellenada,3183
Planta Bucaramanga 20,Bucaramanga,Planta,L41266,Vacuna Triple Viral Tableta,4031
Planta Bucaramanga 20,Bucaramanga,Planta,L42530,Vacuna Rotavirus Vial,1902
Planta Bucaramanga 20,Bucaramanga,Planta,L44687,Vacuna DPT Suspensión inyectable,1996
Planta Bucaramanga 20,Bucaramanga,Planta,L45614,Vacuna COVID-19 Jarabe,3347
Planta Bucaramanga 20,Bucaramanga,Planta,L45665,Vacuna Rotavirus Vial,1601
Planta Bucaramanga 20,Bucaramanga,Planta,L48652,Vacuna Varicela Ampolla,2171
Planta Bucaramanga 20,Bucaramanga,Planta,L48974,Infliximab Vial,3694
Planta Bucaramanga 20,Bucaramanga,Planta,L49651,Vacuna Hepatitis B Tableta,4792
Planta Bucaramanga 20,Bucaramanga,Planta,L49893,Toxina Botulínica Tableta,2022
Planta Bucaramanga 20,Bucaramanga,Planta,L51359,Vacuna Varicela Jarabe,3396
Planta Bucaramanga 20,Bucaramanga,Planta,L53025,Vacuna Hepatitis B Suspensión inyectable,1776
Planta Bucaramanga 20,Bucaramanga,Planta,L54092,Adalimumab Jeringa prellenada,957
Planta Bucaramanga 20,Bucaramanga,Planta,L56898,Insulina NPH Suspensión inyectable,3675
Planta Bucaramanga 20,Bucaramanga,Planta,L56955,Vacuna Fiebre Amarilla Jarabe,829
Planta Bucaramanga 20,Bucaramanga,Planta,L59808,Vacuna Polio Inactivada Jarabe,2504
Planta Bucaramanga 20,Bucaramanga,Planta,L62262,Somatostatina Suspensión inyectable,3709
Planta Bucaramanga 20,Bucaramanga,Planta,L62976,Vacuna Hepatitis B Ampolla,973
Planta Bucaramanga 20,Bucaramanga,Planta,L64377,Filgrastim Jarabe,1682
Planta Bucaramanga 20,Bucaramanga,Planta,L65176,Filgrastim Jeringa prellenada,2233
Planta Bucaramanga 20,Bucaramanga,Planta,L69510,Vacuna Triple Viral Jeringa prellenada,1249
Planta Bucaramanga 20,Bucaramanga,Planta,L72518,Adalimumab Jeringa prellenada,3552
Planta Bucaramanga 20,Bucaramanga,Planta,L79066,Bevacizumab Jeringa prellenada,3840
Planta Bucaramanga 20,Bucaramanga,Planta,L82199,Insulina NPH Jarabe,1894
Planta Bucaramanga 20,Bucaramanga,Planta,L82340,Rituximab Ampolla,2774
Planta Bucaramanga 20,Bucaramanga,Planta,L82544,Vacuna Meningococo Jarabe,3629
Planta Bucaramanga 20,Bucaramanga,Planta,L85243,Vacuna Fiebre Amarilla Jarabe,2070
Planta Bucaramanga 20,Bucaramanga,Planta,L89129,Vacuna Varicela Jeringa prellenada,1272
Planta Bucaramanga 20,Bucaramanga,Planta,L89570,Bevacizumab Jeringa prellenada,1806
Planta Bucaramanga 20,Bucaramanga,Planta,L89730,Vacuna Varicela Jeringa prellenada,2913
Planta Bucaramanga 20,Bucaramanga,Planta,L91927,Vacuna DPT Tableta,2916
Planta Bucaramanga 20,Bucaramanga,Planta,L93130,Rituximab Suspensión inyectable,3887
Planta Bucaramanga 20,Bucaramanga,Planta,L97207,Vacuna Papiloma Humano Tableta,2712
Planta Bucaramanga 20,Bucaramanga,Planta,L98815,Vacuna Triple Viral Jeringa prellenada,4409
Planta Bucaramanga 23,Bucaramanga,Planta,L10800,Enoxaparina Jarabe,253
Planta Bucaramanga 23,Bucaramanga,Planta,L14852,Eritropoyetina Jarabe,3410
Planta Bucaramanga 23,Bucaramanga,Planta,L16658,Vacuna Neumococo Tableta,1211
Planta Bucaramanga 23,Bucaramanga,Planta,L16764,Infliximab Vial,4894
Planta Bucaramanga 23,Bucaramanga,Planta,L19120,Vacuna Hepatitis B Suspensión inyectable,3584
Planta Bucaramanga 23,Bucaramanga,Planta,L20561,Vacuna Hepatitis B Tableta,4245
Planta Bucaramanga 23,Bucaramanga,Planta,L21188,Desmopresina Tableta,1717
Planta Bucaramanga 23,Bucaramanga,Planta,L28894,Vacuna Fiebre Amarilla Jarabe,945
Planta Bucaramanga 23,Bucaramanga,Planta,L31299,Vacuna COVID-19 Jarabe,594
Planta Bucaramanga 23,Bucaramanga,Planta,L41635,Vacuna Rotavirus Vial,4489
Planta Bucaramanga 23,Bucaramanga,Planta,L42951,Insulina NPH Jarabe,4777
Planta Bucaramanga 23,Bucaramanga,Planta,L43092,Vacuna Fiebre Amarilla Jeringa prellenada,430
Planta Bucaramanga 23,Bucaramanga,Planta,L43862,Vacuna Papiloma Humano Tableta,2768
Planta Bucaramanga 23,Bucaramanga,Planta,L45614,Vacuna COVID-19 Jarabe,1741
Planta Bucaramanga 23,Bucaramanga,Planta,L45818,Filgrastim Ampolla,655
Planta Bucaramanga 23,Bucaramanga,Planta,L48680,Desmopresina Tableta,870
Planta Bucaramanga 23,Bucaramanga,Planta,L51359,Vacuna Varicela Jarabe,4005
Planta Bucaramanga 23,Bucaramanga,Planta,L52245,Vacuna COVID-19 Suspensión inyectable,2706
Planta Bucaramanga 23,Bucaramanga,Planta,L53404,Vacuna Polio Inactivada Jarabe,1558
Planta Bucaramanga 23,Bucaramanga,Planta,L54092,Adalimumab Jeringa prellenada,1100
Planta Bucaramanga 23,Bucaramanga,Planta,L54236,Vacuna Varicela Jeringa prellenada,3309
Planta Bucaramanga 23,Bucaramanga,Planta,L55890,Trastuzumab Tableta,979
Planta Bucaramanga 23,Bucaramanga,Planta,L58843,Heparina Sódica Tableta,259
Planta Bucaramanga 23,Bucaramanga,Planta,L62184,Vacuna Triple Viral Suspensión inyectable,3051
Planta Bucaramanga 23,Bucaramanga,Planta,L62640,Vacuna Meningococo Tableta,2828
Planta Bucaramanga 23,Bucaramanga,Planta,L62923,Vacuna COVID-19 Jarabe,4692
Planta Bucaramanga 23,Bucaramanga,Planta,L62976,Vacuna Hepatitis B Ampolla,2036
Planta Bucaramanga 23,Bucaramanga,Planta,L63545,Vacuna COVID-19 Ampolla,3585
Planta Bucaramanga 23,Bucaramanga,Planta,L67199,Enoxaparina Tableta,1779
Planta Bucaramanga 23,Bucaramanga,Planta,L69600,Heparina Sódica Jarabe,3636
Planta Bucaramanga 23,Bucaramanga,Planta,L70332,Desmopresina Jarabe,2490
Planta Bucaramanga 23,Bucaramanga,Planta,L71894,Vacuna Meningococo Tableta,4487
Planta Bucaramanga 23,Bucaramanga,Planta,L72422,Filgrastim Jarabe,2820
Planta Bucaramanga 23,Bucaramanga,Planta,L75771,Vacuna Varicela Ampolla,3065
Planta Bucaramanga 23,Bucaramanga,Planta,L77889,Vacuna Fiebre Amarilla Ampolla,413
Planta Bucaramanga 23,Bucaramanga,Planta,L78327,Calcitonina Ampolla,1118
Planta Bucaramanga 23,Bucaramanga,Planta,L78494,Somatostatina Vial,2379
Planta Bucaramanga 23,Bucaramanga,Planta,L79066,Bevacizumab Jeringa prellenada,2547
Planta Bucaramanga 23,Bucaramanga,Planta,L82199,Insulina NPH Jarabe,3616
Planta Bucaramanga 23,Bucaramanga,Planta,L82544,Vacuna Meningococo Jarabe,1080
Planta Bucaramanga 23,Bucaramanga,Planta,L91381,Vacuna Varicela Jarabe,477
Planta Bucaramanga 23,Bucaramanga,Planta,L91927,Vacuna DPT Tableta,555
Planta Bucaramanga 23,Bucaramanga,Planta,L97404,Vacuna Neumococo Tableta,3424
Planta Bucaramanga 23,Bucaramanga,Planta,L98039,Filgrastim Jeringa prellenada,2157
Planta Bucaramanga 23,Bucaramanga,Planta,L98184,Vacuna COVID-19 Jarabe,4736
Planta Cúcuta 21,Cúcuta,Planta,L15075,Adalimumab Jeringa prellenada,2039
Planta Cúcuta 21,Cúcuta,Planta,L19508,Enoxaparina Tableta,3133
Planta Cúcuta 21,Cúcuta,Planta,L21188,Desmopresina Tableta,4502
Planta Cúcuta 21,Cúcuta,Planta,L22196,Enoxaparina Ampolla,3632
Planta Cúcuta 21,Cúcuta,Planta,L24996,Heparina Sódica Tableta,2495
Planta Cúcuta 21,Cúcuta,Planta,L26334,Enoxaparina Tableta,762
Planta Cúcuta 21,Cúcuta,Planta,L28894,Vacuna Fiebre Amarilla Jarabe,2589
Planta Cúcuta 21,Cúcuta,Planta,L33509,Vacuna Influenza Ampolla,2719
Planta Cúcuta 21,Cúcuta,Planta,L36318,Vacuna Fiebre Amarilla Ampolla,2095
Planta Cúcuta 21,Cúcuta,Planta,L38760,Bevacizumab Jeringa prellenada,2848
Planta Cúcuta 21,Cúcuta,Planta,L45018,Vacuna Neumococo Vial,4223
Planta Cúcuta 21,Cúcuta,Planta,L48652,Vacuna Varicela Ampolla,3313
Planta Cúcuta 21,Cúcuta,Planta,L49651,Vacuna Hepatitis B Tableta,4228
Planta Cúcuta 21,Cúcuta,Planta,L52753,Toxina Botulínica Jarabe,739
Planta Cúcuta 21,Cúcuta,Planta,L55293,Infliximab Vial,2476
Planta Cúcuta 21,Cúcuta,Planta,L58351,Vacuna Neumococo Tableta,3366
Planta Cúcuta 21,Cúcuta,Planta,L59968,Vacuna Meningococo Jarabe,607
Planta Cúcuta 21,Cúcuta,Planta,L61116,Adalimumab Suspensión inyectable,1418
Planta Cúcuta 21,Cúcuta,Planta,L62262,Somatostatina Suspensión inyectable,4620
Planta Cúcuta 21,Cúcuta,Planta,L62923,Vacuna COVID-19 Jarabe,579
Planta Cúcuta 21,Cúcuta,Planta,L64377,Filgrastim Jarabe,2356
Planta Cúcuta 21,Cúcuta,Planta,L66531,Vacuna Polio Inactivada Tableta,3783
Planta Cúcuta 21,Cúcuta,Planta,L69460,Bevacizumab Jarabe,156
Planta Cúcuta 21,Cúcuta,Planta,L71385,Vacuna Hepatitis B Ampolla,4603
Planta Cúcuta 21,Cúcuta,Planta,L72422,Filgrastim Jarabe,590
Planta Cúcuta 21,Cúcuta,Planta,L74251,Bevacizumab Jarabe,3499
Planta Cúcuta 21,Cúcuta,Planta,L79066,Bevacizumab Jeringa prellenada,1381
Planta Cúcuta 21,Cúcuta,Planta,L85243,Vacuna Fiebre Amarilla Jarabe,4632
Planta Cúcuta 21,Cúcuta,Planta,L85748,Trastuzumab Tableta,1217
Planta Cúcuta 21,Cúcuta,Planta,L90676,Vacuna Fiebre Amarilla Ampolla,259
Planta Cúcuta 21,Cúcuta,Planta,L91927,Vacuna DPT Tableta,4453
Planta Cúcuta 21,Cúcuta,Planta,L92544,Bevacizumab Jarabe,3764
Planta Cúcuta 22,Cúcuta,Planta,L10800,Enoxaparina Jarabe,3996
Planta Cúcuta 22,Cúcuta,Planta,L12875,Etanercept Tableta,999
Planta Cúcuta 22,Cúcuta,Planta,L13783,Heparina Sódica Jarabe,2828
Planta Cúcuta 22,Cúcuta,Planta,L14852,Eritropoyetina Jarabe,2846
Planta Cúcuta 22,Cúcuta,Planta,L15075,Adalimumab Jeringa prellenada,1784
Planta Cúcuta 22,Cúcuta,Planta,L15778,Calcitonina Ampolla,3646
Planta Cúcuta 22,Cúcuta,Planta,L16658,Vacuna Neumococo Tableta,1070
Planta Cúcuta 22,Cúcuta,Planta,L17355,Vacuna Varicela Jeringa prellenada,4897
Planta Cúcuta 22,Cúcuta,Planta,L25292,Toxina Botulínica Jarabe,1738
Planta Cúcuta 22,Cúcuta,Planta,L26199,Vacuna Polio Inactivada Jarabe,4919
Planta Cúcuta 22,Cúcuta,Planta,L27038,Filgrastim Suspensión inyectable,4167
Planta Cúcuta 22,Cúcuta,Planta,L31632,Vacuna Hepatitis B Suspensión inyectable,1396
Planta Cúcuta 22,Cúcuta,Planta,L38255,Vacuna COVID-19 Suspensión inyectable,2905
Planta Cúcuta 22,Cúcuta,Planta,L39949,Desmopresina Suspensión inyectable,4048
Planta Cúcuta 22,Cúcuta,Planta,L40775,Heparina Sódica Tableta,4535
Planta Cúcuta 22,Cúcuta,Planta,L41285,Enoxaparina Tableta,4771
Planta Cúcuta 22,Cúcuta,Planta,L43092,Vacuna Fiebre Amarilla Jeringa prellenada,1693
Planta Cúcuta 22,Cúcuta,Planta,L45614,Vacuna COVID-19 Jarabe,1886
Planta Cúcuta 22,Cúcuta,Planta,L48829,Vacuna Varicela Jarabe,3475
Planta Cúcuta 22,Cúcuta,Planta,L50846,Enoxaparina Suspensión inyectable,4536
Planta Cúcuta 22,Cúcuta,Planta,L51359,Vacuna Varicela Jarabe,663
Planta Cúcuta 22,Cúcuta,Planta,L52245,Vacuna COVID-19 Suspensión inyectable,2749
Planta Cúcuta 22,Cúcuta,Planta,L52753,Toxina Botulínica Jarabe,4417
Planta Cúcuta 22,Cúcuta,Planta,L55890,Trastuzumab Tableta,3010
Planta Cúcuta 22,Cúcuta,Planta,L58629,Somatostatina Suspensión inyectable,2618
Planta Cúcuta 22,Cúcuta,Planta,L64377,Filgrastim Jarabe,1112
Planta Cúcuta 22,Cúcuta,Planta,L65936,Enoxaparina Tableta,4395
Planta Cúcuta 22,Cúcuta,Planta,L68115,Vacuna DPT Suspensión inyectable,4090
Planta Cúcuta 22,Cúcuta,Planta,L69510,Vacuna Triple Viral Jeringa prellenada,1975
Planta Cúcuta 22,Cúcuta,Planta,L73335,Vacuna Polio Inactivada Jeringa prellenada,3757
Planta Cúcuta 22,Cúcuta,Planta,L76317,Filgrastim Jarabe,2436
Planta Cúcuta 22,Cúcuta,Planta,L77889,Vacuna Fiebre Amarilla Ampolla,3653
Planta Cúcuta 22,Cúcuta,Planta,L79827,Enoxaparina Jarabe,4573
Planta Cúcuta 22,Cúcuta,Planta,L82848,Calcitonina Ampolla,517
Planta Cúcuta 22,Cúcuta,Planta,L84963,Adalimumab Jeringa prellenada,2561
Planta Cúcuta 22,Cúcuta,Planta,L85243,Vacuna Fiebre Amarilla Jarabe,4379
Planta Cúcuta 22,Cúcuta,Planta,L89822,Vacuna Influenza Ampolla,2177
Planta Cúcuta 22,Cúcuta,Planta,L89905,Vacuna Triple Viral Suspensión inyectable,3605
Planta Cúcuta 22,Cúcuta,Planta,L91927,Vacuna DPT Tableta,4986
Planta Cúcuta 22,Cúcuta,Planta,L93130,Rituximab Suspensión inyectable,2471
Planta Cúcuta 22,Cúcuta,Planta,L93507,Filgrastim Jeringa prellenada,3434
Planta Cúcuta 22,Cúcuta,Planta,L94323,Somatostatina Suspensión inyectable,879
Planta Cúcuta 22,Cúcuta,Planta,L95841,Bevacizumab Jarabe,4930
Planta Cúcuta 22,Cúcuta,Planta,L97500,Rituximab Jarabe,4885
Planta Cúcuta 22,Cúcuta,Planta,L99687,Adalimumab Suspensión inyectable,3118
Planta Ibagué 14,Ibagué,Planta,L16764,Infliximab Vial,104
Planta Ibagué 14,Ibagué,Planta,L25906,Infliximab Tableta,4377
Planta Ibagué 14,Ibagué,Planta,L29313,Desmopresina Jarabe,2036
Planta Ibagué 14,Ibagué,Planta,L32838,Enoxaparina Ampolla,4646
Planta Ibagué 14,Ibagué,Planta,L33834,Vacuna Varicela Jeringa prellenada,1358
Planta Ibagué 14,Ibagué,Planta,L35144,Filgrastim Jeringa prellenada,915
Planta Ibagué 14,Ibagué,Planta,L49251,Vacuna Fiebre Amarilla Suspensión inyectable,3695
Planta Ibagué 14,Ibagué,Planta,L52081,Rituximab Ampolla,1432
Planta Ibagué 14,Ibagué,Planta,L54092,Adalimumab Jeringa prellenada,4952
Planta Ibagué 14,Ibagué,Planta,L56112,Rituximab Ampolla,4110
Planta Ibagué 14,Ibagué,Planta,L56357,Trastuzumab Tableta,2984
Planta Ibagué 14,Ibagué,Planta,L61717,Desmopresina Tableta,2021
Planta Ibagué 14,Ibagué,Planta,L62184,Vacuna Triple Viral Suspensión inyectable,2992
Planta Ibagué 14,Ibagué,Planta,L62976,Vacuna Hepatitis B Ampolla,1727
Planta Ibagué 14,Ibagué,Planta,L63955,Rituximab Ampolla,3084
Planta Ibagué 14,Ibagué,Planta,L64008,Vacuna Varicela Ampolla,4891
Planta Ibagué 14,Ibagué,Planta,L65936,Enoxaparina Tableta,1402
Planta Ibagué 14,Ibagué,Planta,L67154,Insulina NPH Suspensión inyectable,318
Planta Ibagué 14,Ibagué,Planta,L70332,Desmopresina Jarabe,2816
Planta Ibagué 14,Ibagué,Planta,L71385,Vacuna Hepatitis B Ampolla,4465
Planta Ibagué 14,Ibagué,Planta,L74251,Bevacizumab Jarabe,2040
Planta Ibagué 14,Ibagué,Planta,L77889,Vacuna Fiebre Amarilla Ampolla,4839
Planta Ibagué 14,Ibagué,Planta,L77952,Vacuna Varicela Jarabe,3899
Planta Ibagué 14,Ibagué,Planta,L78327,Calcitonina Ampolla,3772
Planta Ibagué 14,Ibagué,Planta,L78494,Somatostatina Vial,747
Planta Ibagué 14,Ibagué,Planta,L82199,Insulina NPH Jarabe,3176
Planta Ibagué 14,Ibagué,Planta,L84963,Adalimumab Jeringa prellenada,1263
Planta Ibagué 14,Ibagué,Planta,L85248,Calcitonina Ampolla,1366
Planta Ibagué 14,Ibagué,Planta,L85470,Insulina NPH Jarabe,503
Planta Ibagué 14,Ibagué,Planta,L89905,Vacuna Triple Viral Suspensión inyectable,4030
Planta Ibagué 14,Ibagué,Planta,L91183,Insulina NPH Suspensión inyectable,424
Planta Ibagué 14,Ibagué,Planta,L92544,Bevacizumab Jarabe,1096
Planta Ibagué 14,Ibagué,Planta,L93066,Heparina Sódica Tableta,4740
Planta Ibagué 14,Ibagué,Planta,L93507,Filgrastim Jeringa prellenada,122
Planta Ibagué 14,Ibagué,Planta,L93606,Filgrastim Jeringa prellenada,4922
Planta Ibagué 14,Ibagué,Planta,L94896,Heparina Sódica Jarabe,703
Planta Ibagué 14,Ibagué,Planta,L97207,Vacuna Papiloma Humano Tableta,950
Planta Medellín 25,Medellín,Planta,L12875,Etanercept Tableta,4421
Planta Medellín 25,Medellín,Planta,L13783,Heparina Sódica Jarabe,4699
Planta Medellín 25,Medellín,Planta,L14852,Eritropoyetina Jarabe,2990
Planta Medellín 25,Medellín,Planta,L15778,Calcitonina Ampolla,2610
Planta Medellín 25,Medellín,Planta,L17355,Vacuna Varicela Jeringa prellenada,3758
Planta Medellín 25,Medellín,Planta,L21188,Desmopresina Tableta,1980
Planta Medellín 25,Medellín,Planta,L29887,Vacuna Fiebre Amarilla Jeringa prellenada,902
Planta Medellín 25,Medellín,Planta,L31632,Vacuna Hepatitis B Suspensión inyectable,4449
Planta Medellín 25,Medellín,Planta,L32962,Insulina NPH Suspensión inyectable,1318
Planta Medellín 25,Medellín,Planta,L33819,Rituximab Jarabe,3262
Planta Medellín 25,Medellín,Planta,L35144,Filgrastim Jeringa prellenada,3814
Planta Medellín 25,Medellín,Planta,L36318,Vacuna Fiebre Amarilla Ampolla,1292
Planta Medellín 25,Medellín,Planta,L38361,Vacuna Varicela Jarabe,4686
Planta Medellín 25,Medellín,Planta,L38760,Bevacizumab Jeringa prellenada,688
Planta Medellín 25,Medellín,Planta,L39038,Vacuna Neumococo Vial,4172
Planta Medellín 25,Medellín,Planta,L40005,Desmopresina Tableta,950
Planta Medellín 25,Medellín,Planta,L40162,Vacuna Triple Viral Jeringa prellenada,1181
Planta Medellín 25,Medellín,Planta,L41285,Enoxaparina Tableta,4435
Planta Medellín 25,Medellín,Planta,L45818,Filgrastim Ampolla,3123
Planta Medellín 25,Medellín,Planta,L47752,Filgrastim Jeringa prellenada,387
Planta Medellín 25,Medellín,Planta,L49893,Toxina Botulínica Tableta,2716
Planta Medellín 25,Medellín,Planta,L50319,Vacuna Fiebre Amarilla Suspensión inyectable,2855
Planta Medellín 25,Medellín,Planta,L52245,Vacuna COVID-19 Suspensión inyectable,1057
Planta Medellín 25,Medellín,Planta,L56112,Rituximab Ampolla,4433
Planta Medellín 25,Medellín,Planta,L56898,Insulina NPH Suspensión inyectable,3615
Planta Medellín 25,Medellín,Planta,L59968,Vacuna Meningococo Jarabe,3328
Planta Medellín 25,Medellín,Planta,L62923,Vacuna COVID-19 Jarabe,3534
Planta Medellín 25,Medellín,Planta,L64377,Filgrastim Jarabe,1699
Planta Medellín 25,Medellín,Planta,L67199,Enoxaparina Tableta,3500
Planta Medellín 25,Medellín,Planta,L67711,Heparina Sódica Tableta,2318
Planta Medellín 25,Medellín,Planta,L69510,Vacuna Triple Viral Jeringa prellenada,3217
Planta Medellín 25,Medellín,Planta,L70552,Vacuna Hepatitis B Tableta,3585
Planta Medellín 25,Medellín,Planta,L71537,Somatropina Ampolla,3275
Planta Medellín 25,Medellín,Planta,L72277,Infliximab Tableta,626
Planta Medellín 25,Medellín,Planta,L72402,Vacuna COVID-19 Jarabe,1585
Planta Medellín 25,Medellín,Planta,L73372,Vacuna Polio Inactivada Jarabe,662
Planta Medellín 25,Medellín,Planta,L74251,Bevacizumab Jarabe,3806
Planta Medellín 25,Medellín,Planta,L76317,Filgrastim Jarabe,3858
Planta Medellín 25,Medellín,Planta,L80702,Enoxaparina Ampolla,792
Planta Medellín 25,Medellín,Planta,L81376,Vacuna Hepatitis B Ampolla,3652
Planta Medellín 25,Medellín,Planta,L82102,Vacuna Hepatitis B Suspensión inyectable,511
Planta Medellín 25,Medellín,Planta,L85470,Insulina NPH Jarabe,4211
Planta Medellín 25,Medellín,Planta,L85748,Trastuzumab Tableta,4403
Planta Medellín 25,Medellín,Planta,L86350,Enoxaparina Suspensión inyectable,1655
Planta Medellín 25,Medellín,Planta,L88385,Vacuna Rotavirus Vial,3708
Planta Medellín 25,Medellín,Planta,L89129,Vacuna Varicela Jeringa prellenada,2132
Planta Medellín 25,Medellín,Planta,L91183,Insulina NPH Suspensión inyectable,186
Planta Medellín 25,Medellín,Planta,L93130,Rituximab Suspensión inyectable,2795
Planta Medellín 25,Medellín,Planta,L95841,Bevacizumab Jarabe,342
Planta Medellín 25,Medellín,Planta,L96356,Vacuna Fiebre Amarilla Suspensión inyectable,3798
Planta Medellín 25,Medellín,Planta,L96951,Adalimumab Suspensión inyectable,2303
Planta Medellín 25,Medellín,Planta,L97500,Rituximab Jarabe,2033
Planta Pereira 4,Pereira,Planta,L15075,Adalimumab Jeringa prellenada,4222
Planta Pereira 4,Pereira,Planta,L19508,Enoxaparina Tableta,3089
Planta Pereira 4,Pereira,Planta,L19602,Heparina Sódica Tableta,2039
Planta Pereira 4,Pereira,Planta,L21188,Desmopresina Tableta,1145
